0	2627.000000	2643.000000	2631.000000	2647.000000	
1	2626.999268	2643.000244	2631.001221	2647.000244	
2	2625.002197	2643.997803	2634.994385	2647.997803	
3	2627.001465	2642.003174	2630.006348	2646.004639	
4	2627.998291	2643.994629	2633.998291	2648.990967	
5	2627.002686	2641.002686	2633.000000	2644.008301	
6	2627.995850	2642.004150	2632.987549	2646.995850	
7	2627.011475	2643.000000	2630.017334	2646.005859	
8	2628.992432	2642.962646	2632.985107	2647.000000	
9	2627.982422	2638.000000	2630.991211	2647.000000	
10	2626.019775	2637.989990	2630.010010	2647.000000	
11	2627.987549	2637.086914	2631.012451	2647.024902	
12	2626.968506	2643.984375	2631.984375	2648.921387	
13	2624.980469	2643.000000	2631.019531	2644.058594	
14	2624.047119	2642.929443	2632.023438	2647.000000	
15	2625.972656	2640.054932	2633.082275	2646.945068	
16	2625.000000	2641.873779	2635.873779	2644.968506	
17	2625.107178	2638.178711	2632.071533	2644.035645	
18	2628.000000	2642.881348	2633.920898	2645.000000	
19	2627.957031	2640.128662	2632.128662	2645.128662	
20	2627.000000	2643.046143	2635.046143	2648.000000	
21	2627.049561	2643.900635	2635.702148	2648.000000	
22	2628.107666	2642.161377	2630.107666	2648.000000	
23	2630.057861	2645.115479	2632.115479	2648.000000	
24	2630.753174	2646.753174	2633.876465	2647.938232	
25	2626.934326	2643.131592	2632.197266	2646.934326	
26	2625.930664	2644.653564	2634.861572	2645.930664	
27	2625.072266	2640.361084	2633.288818	2645.216553	
28	2626.150879	2644.849121	2636.849121	2647.849121	
29	2627.841064	2642.841064	2634.920410	2646.000000	
30	2626.083984	2641.251709	2633.664551	2646.000000	
31	2627.000000	2644.088623	2630.797852	2646.265869	
32	2626.812744	2644.719238	2638.344727	2648.531982	
33	2625.294189	2641.901855	2632.196045	2644.392334	
34	2627.898193	2641.203369	2633.796631	2647.796631	
35	2626.581055	2642.790527	2632.000000	2646.104736	
36	2623.215576	2640.784424	2632.000000	2646.784424	
37	2625.000000	2639.000000	2632.110840	2645.110840	
38	2624.772705	2639.227295	2632.886230	2645.886230	
39	2622.883301	2641.000000	2632.466797	2644.883301	
40	2622.119873	2641.119873	2635.880127	2644.119873	
41	2623.492188	2641.876953	2634.507812	2645.246094	
42	2626.873535	2641.126465	2631.000000	2646.873535	
43	2625.869873	2642.390137	2631.390137	2646.260010	
44	2625.402100	2644.865967	2633.731934	2647.865967	
45	2627.586670	2644.000000	2632.275391	2647.275391	
46	2625.000000	2643.859131	2633.577637	2649.000000	
47	2624.856201	2642.712646	2631.000000	2649.000000	
