0	2629.000000	2647.000000	2636.000000	2650.000000	
1	2629.016113	2646.991943	2635.996094	2650.000000	
2	2632.968750	2645.007812	2635.015625	2650.000000	
3	2629.000000	2646.010986	2636.934570	2649.989014	
4	2628.986084	2646.972412	2631.027588	2649.027588	
5	2628.016602	2645.032959	2633.066162	2650.967041	
6	2629.060547	2646.979736	2636.979736	2649.060547	
7	2631.951416	2645.975830	2636.024170	2651.951416	
8	2630.058350	2645.029297	2636.970703	2650.029297	
9	2631.895508	2645.895508	2635.965088	2650.930420	
10	2629.040527	2643.121826	2635.000000	2649.040527	
11	2630.092285	2646.000000	2635.000000	2649.907715	
12	2631.792969	2645.948242	2635.207031	2648.258789	
13	2628.231201	2645.115479	2638.826660	2652.884521	
14	2631.807129	2646.742676	2636.128662	2651.000000	
15	2628.859131	2643.000000	2637.647949	2650.859131	
16	2626.923340	2643.000000	2633.229980	2649.000000	
17	2626.250488	2643.083496	2636.000000	2648.749512	
18	2629.453125	2643.909424	2636.181152	2646.362549	
19	2633.707764	2643.097412	2637.902588	2650.097412	
20	2631.000000	2644.000000	2637.208496	2651.208496	
21	2631.000000	2643.887939	2638.775635	2652.887939	
22	2631.000000	2643.725830	2636.637207	2651.758057	
23	2630.739990	2648.870117	2634.389893	2650.260010	
24	2629.000000	2647.860596	2636.581543	2652.000000	
25	2629.000000	2647.000000	2634.149414	2651.551514	
26	2629.000000	2646.679932	2634.839844	2648.839844	
27	2629.000000	2645.000000	2633.829102	2648.000000	
28	2629.000000	2645.545166	2633.726807	2649.090332	
29	2628.615234	2647.422852	2636.615234	2653.038086	
30	2627.406006	2645.000000	2635.000000	2649.000000	
31	2629.213379	2644.573242	2634.360107	2648.786621	
32	2630.000000	2643.447510	2632.223877	2648.000000	
33	2629.297852	2644.765869	2633.234131	2647.531982	
34	2627.488281	2644.732178	2634.000000	2647.220459	
35	2629.000000	2645.730957	2634.000000	2650.746094	
36	2629.000000	2642.527344	2634.000000	2650.263672	
37	2629.819580	2643.726807	2634.546387	2650.726807	
38	2631.717773	2644.128906	2636.000000	2650.846680	
39	2630.709473	2646.418945	2635.709473	2652.128174	
40	2630.000000	2645.298828	2635.000000	2650.298828	
41	2630.000000	2646.000000	2634.385986	2649.771729	
42	2629.684570	2645.369141	2633.630859	2647.000000	
43	2628.676025	2644.000000	2635.323975	2648.295898	
44	2628.665039	2644.665039	2636.000000	2650.667480	
45	2630.682129	2645.317871	2636.000000	2649.658936	
46	2630.953125	2645.046875	2636.697754	2649.348877	
47	2628.644043	2646.644043	2637.644043	2650.355957	
48	2629.450928	2646.362793	2635.911865	2650.274414	
49	2630.892090	2645.522949	2634.000000	2649.738525	
50	2629.375732	2643.375732	2635.127441	2650.624268	
51	2629.617676	2644.382324	2636.617676	2650.382324	
52	2629.777832	2645.388916	2637.166748	2651.388916	
53	2631.000000	2646.000000	2637.811768	2651.604004	
54	2631.000000	2646.000000	2635.596191	2651.000000	
55	2630.177002	2645.588379	2635.000000	2651.000000	
56	2629.419189	2644.580811	2635.419189	2650.161621	
57	2629.146484	2644.853516	2634.719727	2647.719727	
58	2628.867188	2646.000000	2633.867188	2646.867188	
59	2628.240967	2646.439697	2634.560303	2648.000000	
60	2627.783447	2647.000000	2633.554199	2649.337402	
